学科代码,学科名称,学科门类,学校代码,学校名称,评估等级,省份,城市
401,教育学,人文社科类,10007,北京理工大学,B,北京市,北京市
401,教育学,人文社科类,10056,天津大学,B,天津市,天津市
401,教育学,人文社科类,10065,天津师范大学,B,天津市,天津市
401,教育学,人文社科类,10165,辽宁师范大学,B,辽宁省,大连市
401,教育学,人文社科类,10166,沈阳师范大学,B,辽宁省,沈阳市
401,教育学,人文社科类,10231,哈尔滨师范大学,B,黑龙江省,哈尔滨市
401,教育学,人文社科类,10320,江苏师范大学,B,江苏省,徐州市
401,教育学,人文社科类,10414,江西师范大学,B,江西省,南昌市
401,教育学,人文社科类,10602,广西师范大学,B,广西壮族自治区,桂林市
401,教育学,人文社科类,10636,四川师范大学,B,四川省,成都市
401,教育学,人文社科类,10075,河北大学,B-,河北省,保定市
401,教育学,人文社科类,10285,苏州大学,B-,江苏省,苏州市
401,教育学,人文社科类,10346,杭州师范大学,B-,浙江省,杭州市
401,教育学,人文社科类,10370,安徽师范大学,B-,安徽省,芜湖市
401,教育学,人文社科类,10394,福建师范大学,B-,福建省,福州市
401,教育学,人文社科类,10446,曲阜师范大学,B-,山东省,济宁市
401,教育学,人文社科类,10476,河南师范大学,B-,河南省,新乡市
401,教育学,人文社科类,10637,重庆师范大学,B-,重庆市,重庆市
401,教育学,人文社科类,10681,云南师范大学,B-,云南省,昆明市
401,教育学,人文社科类,10762,新疆师范大学,B-,新疆维吾尔自治区,乌鲁木齐市
401,教育学,人文社科类,10052,中央民族大学,C+,北京市,北京市
401,教育学,人文社科类,10094,河北师范大学,C+,河北省,石家庄市
401,教育学,人文社科类,10108,山西大学,C+,山西省,太原市
401,教育学,人文社科类,10118,山西师范大学,C+,山西省,临汾市
401,教育学,人文社科类,10135,内蒙古师范大学,C+,内蒙古自治区,呼和浩特市
401,教育学,人文社科类,10247,同济大学,C+,上海市,上海市
401,教育学,人文社科类,10295,江南大学,C+,江苏省,无锡市
401,教育学,人文社科类,10351,温州大学,C+,浙江省,温州市
401,教育学,人文社科类,11078,广州大学,C+,广东省,广州市
401,教育学,人文社科类,11646,宁波大学,C+,浙江省,宁波市
401,教育学,人文社科类,10005,北京工业大学,C,北京市,北京市
401,教育学,人文社科类,10167,渤海大学,C,辽宁省,锦州市
401,教育学,人文社科类,10203,吉林师范大学,C,吉林省,四平市
401,教育学,人文社科类,10337,浙江工业大学,C,浙江省,杭州市
401,教育学,人文社科类,10418,赣南师范大学,C,江西省,赣州市
401,教育学,人文社科类,10512,湖北大学,C,湖北省,武汉市
401,教育学,人文社科类,10524,中南民族大学,C,湖北省,武汉市
401,教育学,人文社科类,10663,贵州师范大学,C,贵州省,贵阳市
401,教育学,人文社科类,10673,云南大学,C,云南省,昆明市
401,教育学,人文社科类,11117,扬州大学,C,江苏省,扬州市
401,教育学,人文社科类,10066,天津职业技术师范大学,C-,天津市,天津市
401,教育学,人文社科类,10205,长春师范大学,C-,吉林省,长春市
401,教育学,人文社科类,10299,江苏大学,C-,江苏省,镇江市
401,教育学,人文社科类,10373,淮北师范大学,C-,安徽省,淮北市
401,教育学,人文社科类,10451,鲁东大学,C-,山东省,烟台市
401,教育学,人文社科类,10513,湖北师范大学,C-,湖北省,黄石市
401,教育学,人文社科类,10590,深圳大学,C-,广东省,深圳市
401,教育学,人文社科类,10603,广西师范学院,C-,广西壮族自治区,南宁市
401,教育学,人文社科类,10759,石河子大学,C-,新疆维吾尔自治区,石河子市
401,教育学,人文社科类,11658,海南师范大学,C-,海南省,海口市
402,心理学,人文社科类,10001,北京大学,A+,北京市,北京市
402,心理学,人文社科类,10027,北京师范大学,A+,北京市,北京市
402,心理学,人文社科类,10574,华南师范大学,A+,广东省,广州市
402,心理学,人文社科类,10269,华东师范大学,A-,上海市,上海市
402,心理学,人文社科类,10635,西南大学,A-,重庆市,重庆市
402,心理学,人文社科类,10065,天津师范大学,B+,天津市,天津市
402,心理学,人文社科类,10319,南京师范大学,B+,江苏省,南京市
402,心理学,人文社科类,10335,浙江大学,B+,浙江省,杭州市
402,心理学,人文社科类,10511,华中师范大学,B+,湖北省,武汉市
402,心理学,人文社科类,10718,陕西师范大学,B+,陕西省,西安市
402,心理学,人文社科类,10028,首都师范大学,B,北京市,北京市
402,心理学,人文社科类,10165,辽宁师范大学,B,辽宁省,大连市
402,心理学,人文社科类,10270,上海师范大学,B,上海市,上海市
402,心理学,人文社科类,10445,山东师范大学,B,山东省,济南市
402,心理学,人文社科类,91030,空军军医大学,B,,
402,心理学,人文社科类,10200,东北师范大学,B-,吉林省,长春市
402,心理学,人文社科类,10345,浙江师范大学,B-,浙江省,金华市
402,心理学,人文社科类,10414,江西师范大学,B-,江西省,南昌市
402,心理学,人文社科类,10533,中南大学,B-,湖南省,长沙市
402,心理学,人文社科类,10542,湖南师范大学,B-,湖南省,长沙市
402,心理学,人文社科类,10558,中山大学,B-,广东省,广州市
402,心理学,人文社科类,10285,苏州大学,C+,江苏省,苏州市
402,心理学,人文社科类,10394,福建师范大学,C+,福建省,福州市
402,心理学,人文社科类,10590,深圳大学,C+,广东省,深圳市
402,心理学,人文社科类,10736,西北师范大学,C+,甘肃省,兰州市
402,心理学,人文社科类,10135,内蒙古师范大学,C,内蒙古自治区,呼和浩特市
402,心理学,人文社科类,10346,杭州师范大学,C,浙江省,杭州市
402,心理学,人文社科类,10475,河南大学,C,河南省,开封市
402,心理学,人文社科类,10663,贵州师范大学,C,贵州省,贵阳市
402,心理学,人文社科类,11078,广州大学,C,广东省,广州市
402,心理学,人文社科类,10003,清华大学,C-,北京市,北京市
402,心理学,人文社科类,10043,北京体育大学,C-,北京市,北京市
402,心理学,人文社科类,10094,河北师范大学,C-,河北省,石家庄市
402,心理学,人文社科类,10183,吉林大学,C-,吉林省,长春市
402,心理学,人文社科类,10366,安徽医科大学,C-,安徽省,合肥市
402,心理学,人文社科类,10446,曲阜师范大学,C-,山东省,济宁市
403,体育学,人文社科类,10043,北京体育大学,A+,北京市,北京市
403,体育学,人文社科类,10277,上海体育学院,A+,上海市,上海市
403,体育学,人文社科类,10269,华东师范大学,A,上海市,上海市
403,体育学,人文社科类,10071,天津体育学院,A-,天津市,天津市
403,体育学,人文社科类,10394,福建师范大学,A-,福建省,福州市
403,体育学,人文社科类,10522,武汉体育学院,A-,湖北省,武汉市
403,体育学,人文社科类,10574,华南师范大学,A-,广东省,广州市
403,体育学,人文社科类,10653,成都体育学院,A-,四川省,成都市
403,体育学,人文社科类,10003,清华大学,B+,北京市,北京市
403,体育学,人文社科类,10027,北京师范大学,B+,北京市,北京市
403,体育学,人文社科类,10029,首都体育学院,B+,北京市,北京市
403,体育学,人文社科类,10176,沈阳体育学院,B+,辽宁省,沈阳市
403,体育学,人文社科类,10285,苏州大学,B+,江苏省,苏州市
403,体育学,人文社科类,10335,浙江大学,B+,浙江省,杭州市
403,体育学,人文社科类,10511,华中师范大学,B+,湖北省,武汉市
403,体育学,人文社科类,10108,山西大学,B,山西省,太原市
403,体育学,人文社科类,10200,东北师范大学,B,吉林省,长春市
403,体育学,人文社科类,10208,吉林体育学院,B,吉林省,长春市
403,体育学,人文社科类,10319,南京师范大学,B,江苏省,南京市
403,体育学,人文社科类,10446,曲阜师范大学,B,山东省,济宁市
403,体育学,人文社科类,10542,湖南师范大学,B,湖南省,长沙市
403,体育学,人文社科类,10585,广州体育学院,B,广东省,广州市
403,体育学,人文社科类,10727,西安体育学院,B,陕西省,西安市
403,体育学,人文社科类,10094,河北师范大学,B-,河北省,石家庄市
403,体育学,人文社科类,10165,辽宁师范大学,B-,辽宁省,大连市
403,体育学,人文社科类,10330,南京体育学院,B-,江苏省,南京市
403,体育学,人文社科类,10445,山东师范大学,B-,山东省,济南市
403,体育学,人文社科类,10457,山东体育学院,B-,山东省,济南市
403,体育学,人文社科类,10475,河南大学,B-,河南省,开封市
403,体育学,人文社科类,10718,陕西师范大学,B-,陕西省,西安市
403,体育学,人文社科类,11646,宁波大学,B-,浙江省,宁波市
403,体育学,人文社科类,10118,山西师范大学,C+,山西省,临汾市
403,体育学,人文社科类,10345,浙江师范大学,C+,浙江省,金华市
403,体育学,人文社科类,10370,安徽师范大学,C+,安徽省,芜湖市
403,体育学,人文社科类,10414,江西师范大学,C+,江西省,南昌市
403,体育学,人文社科类,10459,郑州大学,C+,河南省,郑州市
403,体育学,人文社科类,10602,广西师范大学,C+,广西壮族自治区,桂林市
403,体育学,人文社科类,10681,云南师范大学,C+,云南省,昆明市
403,体育学,人文社科类,10736,西北师范大学,C+,甘肃省,兰州市
403,体育学,人文社科类,10762,新疆师范大学,C+,新疆维吾尔自治区,乌鲁木齐市
403,体育学,人文社科类,11117,扬州大学,C+,江苏省,扬州市
403,体育学,人文社科类,10476,河南师范大学,C,河南省,新乡市
403,体育学,人文社科类,10512,湖北大学,C,湖北省,武汉市
403,体育学,人文社科类,10531,吉首大学,C,湖南省,湘西土家族苗族自治州
403,体育学,人文社科类,10590,深圳大学,C,广东省,深圳市
403,体育学,人文社科类,10635,西南大学,C,重庆市,重庆市
403,体育学,人文社科类,10166,沈阳师范大学,C-,辽宁省,沈阳市
403,体育学,人文社科类,10183,吉林大学,C-,吉林省,长春市
403,体育学,人文社科类,10231,哈尔滨师范大学,C-,黑龙江省,哈尔滨市
403,体育学,人文社科类,10247,同济大学,C-,上海市,上海市
403,体育学,人文社科类,10270,上海师范大学,C-,上海市,上海市
403,体育学,人文社科类,10320,江苏师范大学,C-,江苏省,徐州市
403,体育学,人文社科类,10346,杭州师范大学,C-,浙江省,杭州市
403,体育学,人文社科类,10390,集美大学,C-,福建省,厦门市
501,中国语言文学,人文社科类,10001,北京大学,A+,北京市,北京市
501,中国语言文学,人文社科类,10027,北京师范大学,A+,北京市,北京市
501,中国语言文学,人文社科类,10246,复旦大学,A,上海市,上海市
501,中国语言文学,人文社科类,10269,华东师范大学,A,上海市,上海市
501,中国语言文学,人文社科类,10284,南京大学,A,江苏省,南京市
501,中国语言文学,人文社科类,10335,浙江大学,A,浙江省,杭州市
501,中国语言文学,人文社科类,10422,山东大学,A,山东省,济南市
501,中国语言文学,人文社科类,10610,四川大学,A,四川省,成都市
501,中国语言文学,人文社科类,10002,中国人民大学,A-,北京市,北京市
501,中国语言文学,人文社科类,10028,首都师范大学,A-,北京市,北京市
501,中国语言文学,人文社科类,10055,南开大学,A-,天津市,天津市
501,中国语言文学,人文社科类,10319,南京师范大学,A-,江苏省,南京市
501,中国语言文学,人文社科类,10486,武汉大学,A-,湖北省,武汉市
501,中国语言文学,人文社科类,10558,中山大学,A-,广东省,广州市
501,中国语言文学,人文社科类,10003,清华大学,B+,北京市,北京市
501,中国语言文学,人文社科类,10032,北京语言大学,B+,北京市,北京市
501,中国语言文学,人文社科类,10052,中央民族大学,B+,北京市,北京市
501,中国语言文学,人文社科类,10183,吉林大学,B+,吉林省,长春市
501,中国语言文学,人文社科类,10200,东北师范大学,B+,吉林省,长春市
501,中国语言文学,人文社科类,10270,上海师范大学,B+,上海市,上海市
501,中国语言文学,人文社科类,10285,苏州大学,B+,江苏省,苏州市
501,中国语言文学,人文社科类,10345,浙江师范大学,B+,浙江省,金华市
501,中国语言文学,人文社科类,10394,福建师范大学,B+,福建省,福州市
501,中国语言文学,人文社科类,10445,山东师范大学,B+,山东省,济南市
501,中国语言文学,人文社科类,10475,河南大学,B+,河南省,开封市
501,中国语言文学,人文社科类,10511,华中师范大学,B+,湖北省,武汉市
501,中国语言文学,人文社科类,10559,暨南大学,B+,广东省,广州市
501,中国语言文学,人文社科类,10635,西南大学,B+,重庆市,重庆市
501,中国语言文学,人文社科类,10718,陕西师范大学,B+,陕西省,西安市
501,中国语言文学,人文社科类,10065,天津师范大学,B,天津市,天津市
501,中国语言文学,人文社科类,10075,河北大学,B,河北省,保定市
501,中国语言文学,人文社科类,10094,河北师范大学,B,河北省,石家庄市
501,中国语言文学,人文社科类,10126,内蒙古大学,B,内蒙古自治区,呼和浩特市
501,中国语言文学,人文社科类,10212,黑龙江大学,B,黑龙江省,哈尔滨市
501,中国语言文学,人文社科类,10231,哈尔滨师范大学,B,黑龙江省,哈尔滨市
501,中国语言文学,人文社科类,10280,上海大学,B,上海市,上海市
501,中国语言文学,人文社科类,10320,江苏师范大学,B,江苏省,徐州市
501,中国语言文学,人文社科类,10384,厦门大学,B,福建省,厦门市
501,中国语言文学,人文社科类,10542,湖南师范大学,B,湖南省,长沙市
501,中国语言文学,人文社科类,10574,华南师范大学,B,广东省,广州市
501,中国语言文学,人文社科类,10602,广西师范大学,B,广西壮族自治区,桂林市
501,中国语言文学,人文社科类,10636,四川师范大学,B,四川省,成都市
501,中国语言文学,人文社科类,10697,西北大学,B,陕西省,西安市
501,中国语言文学,人文社科类,10736,西北师范大学,B,甘肃省,兰州市
501,中国语言文学,人文社科类,11117,扬州大学,B,江苏省,扬州市
501,中国语言文学,人文社科类,10033,中国传媒大学,B-,北京市,北京市
501,中国语言文学,人文社科类,10108,山西大学,B-,山西省,太原市
501,中国语言文学,人文社科类,10140,辽宁大学,B-,辽宁省,沈阳市
501,中国语言文学,人文社科类,10248,上海交通大学,B-,上海市,上海市
501,中国语言文学,人文社科类,10357,安徽大学,B-,安徽省,合肥市
501,中国语言文学,人文社科类,10370,安徽师范大学,B-,安徽省,芜湖市
501,中国语言文学,人文社科类,10414,江西师范大学,B-,江西省,南昌市
501,中国语言文学,人文社科类,10446,曲阜师范大学,B-,山东省,济宁市
501,中国语言文学,人文社科类,10487,华中科技大学,B-,湖北省,武汉市
501,中国语言文学,人文社科类,10512,湖北大学,B-,湖北省,武汉市
501,中国语言文学,人文社科类,10608,广西民族大学,B-,广西壮族自治区,南宁市
501,中国语言文学,人文社科类,10673,云南大学,B-,云南省,昆明市
501,中国语言文学,人文社科类,10730,兰州大学,B-,甘肃省,兰州市
501,中国语言文学,人文社科类,10755,新疆大学,B-,新疆维吾尔自治区,乌鲁木齐市
501,中国语言文学,人文社科类,10030,北京外国语大学,C+,北京市,北京市
501,中国语言文学,人文社科类,10135,内蒙古师范大学,C+,内蒙古自治区,呼和浩特市
501,中国语言文学,人文社科类,10165,辽宁师范大学,C+,辽宁省,大连市
501,中国语言文学,人文社科类,10166,沈阳师范大学,C+,辽宁省,沈阳市
501,中国语言文学,人文社科类,10271,上海外国语大学,C+,上海市,上海市
501,中国语言文学,人文社科类,10346,杭州师范大学,C+,浙江省,杭州市
501,中国语言文学,人文社科类,10403,南昌大学,C+,江西省,南昌市
501,中国语言文学,人文社科类,10459,郑州大学,C+,河南省,郑州市
501,中国语言文学,人文社科类,10530,湘潭大学,C+,湖南省,湘潭市
501,中国语言文学,人文社科类,10637,重庆师范大学,C+,重庆市,重庆市
501,中国语言文学,人文社科类,10656,西南民族大学,C+,四川省,成都市
501,中国语言文学,人文社科类,10663,贵州师范大学,C+,贵州省,贵阳市
501,中国语言文学,人文社科类,10742,西北民族大学,C+,甘肃省,兰州市
501,中国语言文学,人文社科类,10762,新疆师范大学,C+,新疆维吾尔自治区,乌鲁木齐市
501,中国语言文学,人文社科类,11658,海南师范大学,C+,海南省,海口市
501,中国语言文学,人文社科类,10031,北京第二外国语学院,C,北京市,北京市
501,中国语言文学,人文社科类,10203,吉林师范大学,C,吉林省,四平市
501,中国语言文学,人文社科类,10337,浙江工业大学,C,浙江省,杭州市
501,中国语言文学,人文社科类,10351,温州大学,C,浙江省,温州市
501,中国语言文学,人文社科类,10385,华侨大学,C,福建省,泉州市
501,中国语言文学,人文社科类,10423,中国海洋大学,C,山东省,青岛市
501,中国语言文学,人文社科类,10427,济南大学,C,山东省,济南市
501,中国语言文学,人文社科类,10524,中南民族大学,C,湖北省,武汉市
501,中国语言文学,人文社科类,10532,湖南大学,C,湖南省,长沙市
501,中国语言文学,人文社科类,10593,广西大学,C,广西壮族自治区,南宁市
501,中国语言文学,人文社科类,10613,西南交通大学,C,四川省,成都市
501,中国语言文学,人文社科类,10638,西华师范大学,C,四川省,南充市
501,中国语言文学,人文社科类,10681,云南师范大学,C,云南省,昆明市
501,中国语言文学,人文社科类,11065,青岛大学,C,山东省,青岛市
501,中国语言文学,人文社科类,11075,三峡大学,C,湖北省,宜昌市
501,中国语言文学,人文社科类,10068,天津外国语大学,C-,天津市,天津市
501,中国语言文学,人文社科类,10167,渤海大学,C-,辽宁省,锦州市
501,中国语言文学,人文社科类,10184,延边大学,C-,吉林省,延边朝鲜族自治州
501,中国语言文学,人文社科类,10247,同济大学,C-,上海市,上海市
501,中国语言文学,人文社科类,10304,南通大学,C-,江苏省,南通市
501,中国语言文学,人文社科类,10451,鲁东大学,C-,山东省,烟台市
501,中国语言文学,人文社科类,10476,河南师范大学,C-,河南省,新乡市
501,中国语言文学,人文社科类,10589,海南大学,C-,海南省,海口市
501,中国语言文学,人文社科类,10590,深圳大学,C-,广东省,深圳市
501,中国语言文学,人文社科类,10672,贵州民族大学,C-,贵州省,贵阳市
501,中国语言文学,人文社科类,10691,云南民族大学,C-,云南省,昆明市
501,中国语言文学,人文社科类,10749,宁夏大学,C-,宁夏回族自治区,银川市
501,中国语言文学,人文社科类,11078,广州大学,C-,广东省,广州市
501,中国语言文学,人文社科类,11846,广东外语外贸大学,C-,广东省,广州市
502,外国语言文学,人文社科类,10001,北京大学,A+,北京市,北京市
502,外国语言文学,人文社科类,10030,北京外国语大学,A+,北京市,北京市
502,外国语言文学,人文社科类,10271,上海外国语大学,A+,上海市,上海市
502,外国语言文学,人文社科类,10212,黑龙江大学,A,黑龙江省,哈尔滨市
502,外国语言文学,人文社科类,10248,上海交通大学,A,上海市,上海市
502,外国语言文学,人文社科类,10284,南京大学,A,江苏省,南京市
502,外国语言文学,人文社科类,10335,浙江大学,A,浙江省,杭州市
502,外国语言文学,人文社科类,11846,广东外语外贸大学,A,广东省,广州市
502,外国语言文学,人文社科类,10003,清华大学,A-,北京市,北京市
502,外国语言文学,人文社科类,10006,北京航空航天大学,A-,北京市,北京市
502,外国语言文学,人文社科类,10027,北京师范大学,A-,北京市,北京市
502,外国语言文学,人文社科类,10036,对外经济贸易大学,A-,北京市,北京市
502,外国语言文学,人文社科类,10246,复旦大学,A-,上海市,上海市
502,外国语言文学,人文社科类,10269,华东师范大学,A-,上海市,上海市
502,外国语言文学,人文社科类,10319,南京师范大学,A-,江苏省,南京市
502,外国语言文学,人文社科类,10422,山东大学,A-,山东省,济南市
502,外国语言文学,人文社科类,10002,中国人民大学,B+,北京市,北京市
502,外国语言文学,人文社科类,10032,北京语言大学,B+,北京市,北京市
502,外国语言文学,人文社科类,10055,南开大学,B+,天津市,天津市
502,外国语言文学,人文社科类,10184,延边大学,B+,吉林省,延边朝鲜族自治州
502,外国语言文学,人文社科类,10200,东北师范大学,B+,吉林省,长春市
502,外国语言文学,人文社科类,10247,同济大学,B+,上海市,上海市
502,外国语言文学,人文社科类,10285,苏州大学,B+,江苏省,苏州市
502,外国语言文学,人文社科类,10384,厦门大学,B+,福建省,厦门市
502,外国语言文学,人文社科类,10486,武汉大学,B+,湖北省,武汉市
502,外国语言文学,人文社科类,10532,湖南大学,B+,湖南省,长沙市
502,外国语言文学,人文社科类,10542,湖南师范大学,B+,湖南省,长沙市
502,外国语言文学,人文社科类,10558,中山大学,B+,广东省,广州市
502,外国语言文学,人文社科类,10610,四川大学,B+,四川省,成都市
502,外国语言文学,人文社科类,10635,西南大学,B+,重庆市,重庆市
502,外国语言文学,人文社科类,10650,四川外国语大学,B+,重庆市,重庆市
502,外国语言文学,人文社科类,10724,西安外国语大学,B+,陕西省,西安市
502,外国语言文学,人文社科类,10008,北京科技大学,B,北京市,北京市
502,外国语言文学,人文社科类,10028,首都师范大学,B,北京市,北京市
502,外国语言文学,人文社科类,10031,北京第二外国语学院,B,北京市,北京市
502,外国语言文学,人文社科类,10068,天津外国语大学,B,天津市,天津市
502,外国语言文学,人文社科类,10172,大连外国语大学,B,辽宁省,大连市
502,外国语言文学,人文社科类,10183,吉林大学,B,吉林省,长春市
502,外国语言文学,人文社科类,10273,上海对外经贸大学,B,上海市,上海市
502,外国语言文学,人文社科类,10346,杭州师范大学,B,浙江省,杭州市
502,外国语言文学,人文社科类,10353,浙江工商大学,B,浙江省,杭州市
502,外国语言文学,人文社科类,10394,福建师范大学,B,福建省,福州市
502,外国语言文学,人文社科类,10423,中国海洋大学,B,山东省,青岛市
502,外国语言文学,人文社科类,10475,河南大学,B,河南省,开封市
502,外国语言文学,人文社科类,10487,华中科技大学,B,湖北省,武汉市
502,外国语言文学,人文社科类,10511,华中师范大学,B,湖北省,武汉市
502,外国语言文学,人文社科类,10718,陕西师范大学,B,陕西省,西安市
502,外国语言文学,人文社科类,11646,宁波大学,B,浙江省,宁波市
502,外国语言文学,人文社科类,10004,北京交通大学,B-,北京市,北京市
502,外国语言文学,人文社科类,10213,哈尔滨工业大学,B-,黑龙江省,哈尔滨市
502,外国语言文学,人文社科类,10231,哈尔滨师范大学,B-,黑龙江省,哈尔滨市
502,外国语言文学,人文社科类,10254,上海海事大学,B-,上海市,上海市
502,外国语言文学,人文社科类,10280,上海大学,B-,上海市,上海市
502,外国语言文学,人文社科类,10345,浙江师范大学,B-,浙江省,金华市
502,外国语言文学,人文社科类,10445,山东师范大学,B-,山东省,济南市
502,外国语言文学,人文社科类,10446,曲阜师范大学,B-,山东省,济宁市
502,外国语言文学,人文社科类,10459,郑州大学,B-,河南省,郑州市
502,外国语言文学,人文社科类,10559,暨南大学,B-,广东省,广州市
502,外国语言文学,人文社科类,10561,华南理工大学,B-,广东省,广州市
502,外国语言文学,人文社科类,10574,华南师范大学,B-,广东省,广州市
502,外国语言文学,人文社科类,10608,广西民族大学,B-,广西壮族自治区,南宁市
502,外国语言文学,人文社科类,10611,重庆大学,B-,重庆市,重庆市
502,外国语言文学,人文社科类,10698,西安交通大学,B-,陕西省,西安市
502,外国语言文学,人文社科类,10736,西北师范大学,B-,甘肃省,兰州市
502,外国语言文学,人文社科类,11117,扬州大学,B-,江苏省,扬州市
502,外国语言文学,人文社科类,10007,北京理工大学,C+,北京市,北京市
502,外国语言文学,人文社科类,10053,中国政法大学,C+,北京市,北京市
502,外国语言文学,人文社科类,10065,天津师范大学,C+,天津市,天津市
502,外国语言文学,人文社科类,10108,山西大学,C+,山西省,太原市
502,外国语言文学,人文社科类,10165,辽宁师范大学,C+,辽宁省,大连市
502,外国语言文学,人文社科类,10270,上海师范大学,C+,上海市,上海市
502,外国语言文学,人文社科类,10272,上海财经大学,C+,上海市,上海市
502,外国语言文学,人文社科类,10287,南京航空航天大学,C+,江苏省,南京市
502,外国语言文学,人文社科类,10290,中国矿业大学,C+,江苏省,徐州市
502,外国语言文学,人文社科类,10357,安徽大学,C+,安徽省,合肥市
502,外国语言文学,人文社科类,10414,江西师范大学,C+,江西省,南昌市
502,外国语言文学,人文社科类,10476,河南师范大学,C+,河南省,新乡市
502,外国语言文学,人文社科类,10530,湘潭大学,C+,湖南省,湘潭市
502,外国语言文学,人文社科类,10593,广西大学,C+,广西壮族自治区,南宁市
502,外国语言文学,人文社科类,10602,广西师范大学,C+,广西壮族自治区,桂林市
502,外国语言文学,人文社科类,10613,西南交通大学,C+,四川省,成都市
502,外国语言文学,人文社科类,10636,四川师范大学,C+,四川省,成都市
502,外国语言文学,人文社科类,10730,兰州大学,C+,甘肃省,兰州市
502,外国语言文学,人文社科类,11414,中国石油大学,C+,,
502,外国语言文学,人文社科类,10022,北京林业大学,C,北京市,北京市
502,外国语言文学,人文社科类,10033,中国传媒大学,C,北京市,北京市
502,外国语言文学,人文社科类,10094,河北师范大学,C,河北省,石家庄市
502,外国语言文学,人文社科类,10140,辽宁大学,C,辽宁省,沈阳市
502,外国语言文学,人文社科类,10151,大连海事大学,C,辽宁省,大连市
502,外国语言文学,人文社科类,10252,上海理工大学,C,上海市,上海市
502,外国语言文学,人文社科类,10299,江苏大学,C,江苏省,镇江市
502,外国语言文学,人文社科类,10451,鲁东大学,C,山东省,烟台市
502,外国语言文学,人文社科类,10491,中国地质大学,C,,
502,外国语言文学,人文社科类,10534,湖南科技大学,C,湖南省,湘潭市
502,外国语言文学,人文社科类,10590,深圳大学,C,广东省,深圳市
502,外国语言文学,人文社科类,10637,重庆师范大学,C,重庆市,重庆市
502,外国语言文学,人文社科类,10697,西北大学,C,陕西省,西安市
502,外国语言文学,人文社科类,11065,青岛大学,C,山东省,青岛市
502,外国语言文学,人文社科类,91002,国防科技大学,C,湖南省,长沙市
502,外国语言文学,人文社科类,10075,河北大学,C-,河北省,保定市
502,外国语言文学,人文社科类,10079,华北电力大学,C-,北京市,北京市
502,外国语言文学,人文社科类,10126,内蒙古大学,C-,内蒙古自治区,呼和浩特市
502,外国语言文学,人文社科类,10203,吉林师范大学,C-,吉林省,四平市
502,外国语言文学,人文社科类,10251,华东理工大学,C-,上海市,上海市
502,外国语言文学,人文社科类,10288,南京理工大学,C-,江苏省,南京市
502,外国语言文学,人文社科类,10320,江苏师范大学,C-,江苏省,徐州市
502,外国语言文学,人文社科类,10386,福州大学,C-,福建省,福州市
502,外国语言文学,人文社科类,10403,南昌大学,C-,江西省,南昌市
502,外国语言文学,人文社科类,10512,湖北大学,C-,湖北省,武汉市
502,外国语言文学,人文社科类,10520,中南财经政法大学,C-,湖北省,武汉市
502,外国语言文学,人文社科类,10652,西南政法大学,C-,重庆市,重庆市
502,外国语言文学,人文社科类,10656,西南民族大学,C-,四川省,成都市
502,外国语言文学,人文社科类,10673,云南大学,C-,云南省,昆明市
502,外国语言文学,人文社科类,10681,云南师范大学,C-,云南省,昆明市
502,外国语言文学,人文社科类,10749,宁夏大学,C-,宁夏回族自治区,银川市
503,新闻传播学,人文社科类,10002,中国人民大学,A+,北京市,北京市
503,新闻传播学,人文社科类,10033,中国传媒大学,A+,北京市,北京市
503,新闻传播学,人文社科类,10246,复旦大学,A,上海市,上海市
503,新闻传播学,人文社科类,10487,华中科技大学,A,湖北省,武汉市
503,新闻传播学,人文社科类,10003,清华大学,A-,北京市,北京市
503,新闻传播学,人文社科类,10248,上海交通大学,A-,上海市,上海市
503,新闻传播学,人文社科类,10486,武汉大学,A-,湖北省,武汉市
503,新闻传播学,人文社科类,10559,暨南大学,A-,广东省,广州市
503,新闻传播学,人文社科类,10001,北京大学,B+,北京市,北京市
503,新闻传播学,人文社科类,10269,华东师范大学,B+,上海市,上海市
503,新闻传播学,人文社科类,10280,上海大学,B+,上海市,上海市
503,新闻传播学,人文社科类,10284,南京大学,B+,江苏省,南京市
503,新闻传播学,人文社科类,10319,南京师范大学,B+,江苏省,南京市
503,新闻传播学,人文社科类,10335,浙江大学,B+,浙江省,杭州市
503,新闻传播学,人文社科类,10384,厦门大学,B+,福建省,厦门市
503,新闻传播学,人文社科类,10610,四川大学,B+,四川省,成都市
503,新闻传播学,人文社科类,10075,河北大学,B,河北省,保定市
503,新闻传播学,人文社科类,10357,安徽大学,B,安徽省,合肥市
503,新闻传播学,人文社科类,10459,郑州大学,B,河南省,郑州市
503,新闻传播学,人文社科类,10532,湖南大学,B,湖南省,长沙市
503,新闻传播学,人文社科类,10542,湖南师范大学,B,湖南省,长沙市
503,新闻传播学,人文社科类,10558,中山大学,B,广东省,广州市
503,新闻传播学,人文社科类,10590,深圳大学,B,广东省,深圳市
503,新闻传播学,人文社科类,10718,陕西师范大学,B,陕西省,西安市
503,新闻传播学,人文社科类,10271,上海外国语大学,B-,上海市,上海市
503,新闻传播学,人文社科类,10285,苏州大学,B-,江苏省,苏州市
503,新闻传播学,人文社科类,10403,南昌大学,B-,江西省,南昌市
503,新闻传播学,人文社科类,10422,山东大学,B-,山东省,济南市
503,新闻传播学,人文社科类,10475,河南大学,B-,河南省,开封市
503,新闻传播学,人文社科类,10561,华南理工大学,B-,广东省,广州市
