学科代码,学科名称,学科门类,学校代码,学校名称,评估等级
0812,计算机科学与技术,工学,10141,大连理工大学,B+
0812,计算机科学与技术,工学,10217,哈尔滨工程大学,B+
0812,计算机科学与技术,工学,10246,复旦大学,B+
0812,计算机科学与技术,工学,10269,华东师范大学,B+
0812,计算机科学与技术,工学,10286,东南大学,B+
0812,计算机科学与技术,工学,10287,南京航空航天大学,B+
0812,计算机科学与技术,工学,10288,南京理工大学,B+
0812,计算机科学与技术,工学,10336,杭州电子科技大学,B+
0812,计算机科学与技术,工学,10359,合肥工业大学,B+
0812,计算机科学与技术,工学,10384,厦门大学,B+
0812,计算机科学与技术,工学,10422,山东大学,B+
0812,计算机科学与技术,工学,10532,湖南大学,B+
0812,计算机科学与技术,工学,10558,中山大学,B+
0812,计算机科学与技术,工学,10561,华南理工大学,B+
0812,计算机科学与技术,工学,10610,四川大学,B+
0812,计算机科学与技术,工学,10611,重庆大学,B+
0812,计算机科学与技术,工学,10613,西南交通大学,B+
0812,计算机科学与技术,工学,10617,重庆邮电大学,B+
0812,计算机科学与技术,工学,91004,陆军工程大学,B+
0812,计算机科学与技术,工学,10027,北京师范大学,B
0812,计算机科学与技术,工学,10060,天津理工大学,B
0812,计算机科学与技术,工学,10108,山西大学,B
0812,计算机科学与技术,工学,10151,大连海事大学,B
0812,计算机科学与技术,工学,10186,长春理工大学,B
0812,计算机科学与技术,工学,10214,哈尔滨理工大学,B
0812,计算机科学与技术,工学,10216,燕山大学,B
0812,计算机科学与技术,工学,10251,华东理工大学,B
0812,计算机科学与技术,工学,10280,上海大学,B
0812,计算机科学与技术,工学,10285,苏州大学,B
0812,计算机科学与技术,工学,10290,中国矿业大学,B
0812,计算机科学与技术,工学,10294,河海大学,B
0812,计算机科学与技术,工学,10299,江苏大学,B
0812,计算机科学与技术,工学,10300,南京信息工程大学,B
0812,计算机科学与技术,工学,10337,浙江工业大学,B
0812,计算机科学与技术,工学,10357,安徽大学,B
0812,计算机科学与技术,工学,10423,中国海洋大学,B
0812,计算机科学与技术,工学,10491,中国地质大学,B
0812,计算机科学与技术,工学,10497,武汉理工大学,B
0812,计算机科学与技术,工学,10559,暨南大学,B
0812,计算机科学与技术,工学,10590,深圳大学,B
0812,计算机科学与技术,工学,10635,西南大学,B
0812,计算机科学与技术,工学,10730,兰州大学,B
0812,计算机科学与技术,工学,90059,火箭军工程大学,B
0812,计算机科学与技术,工学,10009,北方工业大学,B-
0812,计算机科学与技术,工学,10019,中国农业大学,B-
0812,计算机科学与技术,工学,10028,首都师范大学,B-
0812,计算机科学与技术,工学,10058,天津工业大学,B-
0812,计算机科学与技术,工学,10079,华北电力大学,B-
0812,计算机科学与技术,工学,10112,太原理工大学,B-
0812,计算机科学与技术,工学,10126,内蒙古大学,B-
0812,计算机科学与技术,工学,10143,沈阳航空航天大学,B-
0812,计算机科学与技术,工学,10255,东华大学,B-
0812,计算机科学与技术,工学,10293,南京邮电大学,B-
0812,计算机科学与技术,工学,10295,江南大学,B-
0812,计算机科学与技术,工学,10353,浙江工商大学,B-
0812,计算机科学与技术,工学,10386,福州大学,B-
0812,计算机科学与技术,工学,10424,山东科技大学,B-
0812,计算机科学与技术,工学,10427,济南大学,B-
0812,计算机科学与技术,工学,10511,华中师范大学,B-
0812,计算机科学与技术,工学,10593,广西大学,B-
0812,计算机科学与技术,工学,10595,桂林电子科技大学,B-
0812,计算机科学与技术,工学,10673,云南大学,B-
0812,计算机科学与技术,工学,10697,西北大学,B-
0812,计算机科学与技术,工学,10746,青海师范大学,B-
0812,计算机科学与技术,工学,10755,新疆大学,B-
0812,计算机科学与技术,工学,11414,中国石油大学,B-
0812,计算机科学与技术,工学,91024,空军工程大学,B-
0812,计算机科学与技术,工学,10010,北京化工大学,C+
0812,计算机科学与技术,工学,10032,北京语言大学,C+
0812,计算机科学与技术,工学,10033,中国传媒大学,C+
0812,计算机科学与技术,工学,10059,中国民航大学,C+
0812,计算机科学与技术,工学,10075,河北大学,C+
0812,计算机科学与技术,工学,10080,河北工业大学,C+
0812,计算机科学与技术,工学,10153,沈阳建筑大学,C+
0812,计算机科学与技术,工学,10165,辽宁师范大学,C+
0812,计算机科学与技术,工学,10252,上海理工大学,C+
0812,计算机科学与技术,工学,10264,上海海洋大学,C+
0812,计算机科学与技术,工学,10292,常州大学,C+
0812,计算机科学与技术,工学,10338,浙江理工大学,C+
0812,计算机科学与技术,工学,10345,浙江师范大学,C+
0812,计算机科学与技术,工学,10351,温州大学,C+
0812,计算机科学与技术,工学,10394,福建师范大学,C+
0812,计算机科学与技术,工学,10403,南昌大学,C+
0812,计算机科学与技术,工学,10459,郑州大学,C+
0812,计算机科学与技术,工学,10488,武汉科技大学,C+
0812,计算机科学与技术,工学,10534,湖南科技大学,C+
0812,计算机科学与技术,工学,10602,广西师范大学,C+
0812,计算机科学与技术,工学,10621,成都信息工程大学,C+
0812,计算机科学与技术,工学,10657,贵州大学,C+
0812,计算机科学与技术,工学,10674,昆明理工大学,C+
0812,计算机科学与技术,工学,10710,长安大学,C+
0812,计算机科学与技术,工学,11065,青岛大学,C+
0812,计算机科学与技术,工学,11664,西安邮电大学,C+
0812,计算机科学与技术,工学,10011,北京工商大学,C
0812,计算机科学与技术,工学,10076,河北工程大学,C
0812,计算机科学与技术,工学,10107,石家庄铁道大学,C
0812,计算机科学与技术,工学,10110,中北大学,C
0812,计算机科学与技术,工学,10188,东北电力大学,C
0812,计算机科学与技术,工学,10190,长春工业大学,C
0812,计算机科学与技术,工学,10270,上海师范大学,C
0812,计算机科学与技术,工学,10360,安徽工业大学,C
0812,计算机科学与技术,工学,10414,江西师范大学,C
0812,计算机科学与技术,工学,10456,山东财经大学,C
0812,计算机科学与技术,工学,10460,河南理工大学,C
0812,计算机科学与技术,工学,10462,郑州轻工业学院,C
0812,计算机科学与技术,工学,10530,湘潭大学,C
0812,计算机科学与技术,工学,10564,华南农业大学,C
0812,计算机科学与技术,工学,10700,西安理工大学,C
0812,计算机科学与技术,工学,10702,西安工业大学,C
0812,计算机科学与技术,工学,10712,西北农林科技大学,C
0812,计算机科学与技术,工学,11075,三峡大学,C
0812,计算机科学与技术,工学,11117,扬州大学,C
0812,计算机科学与技术,工学,11258,大连大学,C
0812,计算机科学与技术,工学,11845,广东工业大学,C
0812,计算机科学与技术,工学,10052,中央民族大学,C-
0812,计算机科学与技术,工学,10144,沈阳理工大学,C-
0812,计算机科学与技术,工学,10212,黑龙江大学,C-
0812,计算机科学与技术,工学,10254,上海海事大学,C-
0812,计算机科学与技术,工学,10289,江苏科技大学,C-
0812,计算机科学与技术,工学,10385,华侨大学,C-
0812,计算机科学与技术,工学,10405,东华理工大学,C-
0812,计算机科学与技术,工学,10407,江西理工大学,C-
0812,计算机科学与技术,工学,10421,江西财经大学,C-
0812,计算机科学与技术,工学,10463,河南工业大学,C-
0812,计算机科学与技术,工学,10475,河南大学,C-
0812,计算机科学与技术,工学,10476,河南师范大学,C-
0812,计算机科学与技术,工学,10490,武汉工程大学,C-
0812,计算机科学与技术,工学,10495,武汉纺织大学,C-
0812,计算机科学与技术,工学,10500,湖北工业大学,C-
0812,计算机科学与技术,工学,10536,长沙理工大学,C-
0812,计算机科学与技术,工学,10589,海南大学,C-
0812,计算机科学与技术,工学,10596,桂林理工大学,C-
0812,计算机科学与技术,工学,10615,西南石油大学,C-
0812,计算机科学与技术,工学,10618,重庆交通大学,C-
0812,计算机科学与技术,工学,10623,西华大学,C-
0812,计算机科学与技术,工学,10651,西南财经大学,C-
0812,计算机科学与技术,工学,10705,西安石油大学,C-
0812,计算机科学与技术,工学,11232,北京信息科技大学,C-
0812,计算机科学与技术,工学,11535,湖南工业大学,C-
0812,计算机科学与技术,工学,91019,海军航空大学,C-
0813,建筑学,工学,10003,清华大学,A+
0813,建筑学,工学,10286,东南大学,A+
0813,建筑学,工学,10056,天津大学,A-
0813,建筑学,工学,10247,同济大学,A-
0813,建筑学,工学,10561,华南理工大学,A-
0813,建筑学,工学,10213,哈尔滨工业大学,B+
0813,建筑学,工学,10335,浙江大学,B+
0813,建筑学,工学,10487,华中科技大学,B+
0813,建筑学,工学,10611,重庆大学,B+
0813,建筑学,工学,10703,西安建筑科技大学,B+
0813,建筑学,工学,10016,北京建筑大学,B
0813,建筑学,工学,10141,大连理工大学,B
0813,建筑学,工学,10153,沈阳建筑大学,B
0813,建筑学,工学,10284,南京大学,B
0813,建筑学,工学,10486,武汉大学,B
0813,建筑学,工学,10532,湖南大学,B
0813,建筑学,工学,10005,北京工业大学,B-
0813,建筑学,工学,10359,合肥工业大学,B-
0813,建筑学,工学,10430,山东建筑大学,B-
0813,建筑学,工学,10590,深圳大学,B-
0813,建筑学,工学,10613,西南交通大学,B-
0813,建筑学,工学,10047,中央美术学院,C+
0813,建筑学,工学,10248,上海交通大学,C+
0813,建筑学,工学,10384,厦门大学,C+
0813,建筑学,工学,10385,华侨大学,C+
0813,建筑学,工学,10429,青岛理工大学,C+
0813,建筑学,工学,10674,昆明理工大学,C+
0813,建筑学,工学,10878,安徽建筑大学,C+
0813,建筑学,工学,10004,北京交通大学,C
0813,建筑学,工学,10191,吉林建筑大学,C
0813,建筑学,工学,10291,南京工业大学,C
0813,建筑学,工学,10386,福州大学,C
0813,建筑学,工学,10128,内蒙古工业大学,C-
0813,建筑学,工学,10332,苏州科技大学,C-
0813,建筑学,工学,10459,郑州大学,C-
0813,建筑学,工学,10698,西安交通大学,C-
0813,建筑学,工学,10710,长安大学,C-
0814,土木工程,工学,10247,同济大学,A+
0814,土木工程,工学,10286,东南大学,A+
0814,土木工程,工学,10003,清华大学,A
0814,土木工程,工学,10005,北京工业大学,A
0814,土木工程,工学,10213,哈尔滨工业大学,A
0814,土木工程,工学,10335,浙江大学,A
0814,土木工程,工学,10056,天津大学,A-
0814,土木工程,工学,10141,大连理工大学,A-
0814,土木工程,工学,10294,河海大学,A-
0814,土木工程,工学,10532,湖南大学,A-
0814,土木工程,工学,10533,中南大学,A-
0814,土木工程,工学,10613,西南交通大学,A-
0814,土木工程,工学,91004,陆军工程大学,A-
0814,土木工程,工学,10004,北京交通大学,B+
0814,土木工程,工学,10107,石家庄铁道大学,B+
0814,土木工程,工学,10153,沈阳建筑大学,B+
0814,土木工程,工学,10248,上海交通大学,B+
0814,土木工程,工学,10290,中国矿业大学,B+
0814,土木工程,工学,10422,山东大学,B+
0814,土木工程,工学,10486,武汉大学,B+
0814,土木工程,工学,10487,华中科技大学,B+
0814,土木工程,工学,10536,长沙理工大学,B+
0814,土木工程,工学,10561,华南理工大学,B+
0814,土木工程,工学,10611,重庆大学,B+
0814,土木工程,工学,10703,西安建筑科技大学,B+
0814,土木工程,工学,11078,广州大学,B+
0814,土木工程,工学,10008,北京科技大学,B
0814,土木工程,工学,10016,北京建筑大学,B
0814,土木工程,工学,10291,南京工业大学,B
0814,土木工程,工学,10359,合肥工业大学,B
0814,土木工程,工学,10386,福州大学,B
0814,土木工程,工学,10429,青岛理工大学,B
0814,土木工程,工学,10459,郑州大学,B
0814,土木工程,工学,10491,中国地质大学,B
0814,土木工程,工学,10497,武汉理工大学,B
0814,土木工程,工学,10610,四川大学,B
0814,土木工程,工学,10618,重庆交通大学,B
0814,土木工程,工学,10710,长安大学,B
0814,土木工程,工学,10731,兰州理工大学,B
0814,土木工程,工学,10732,兰州交通大学,B
0814,土木工程,工学,10112,太原理工大学,B-
0814,土木工程,工学,10145,东北大学,B-
0814,土木工程,工学,10280,上海大学,B-
0814,土木工程,工学,10332,苏州科技大学,B-
0814,土木工程,工学,10361,安徽理工大学,B-
0814,土木工程,工学,10385,华侨大学,B-
0814,土木工程,工学,10424,山东科技大学,B-
0814,土木工程,工学,10430,山东建筑大学,B-
0814,土木工程,工学,10593,广西大学,B-
0814,土木工程,工学,10616,成都理工大学,B-
0814,土木工程,工学,10700,西安理工大学,B-
0814,土木工程,工学,10704,西安科技大学,B-
0814,土木工程,工学,11075,三峡大学,B-
0814,土木工程,工学,10006,北京航空航天大学,C+
0814,土木工程,工学,10080,河北工业大学,C+
0814,土木工程,工学,10147,辽宁工程技术大学,C+
0814,土木工程,工学,10255,东华大学,C+
0814,土木工程,工学,10337,浙江工业大学,C+
0814,土木工程,工学,10404,华东交通大学,C+
0814,土木工程,工学,10500,湖北工业大学,C+
0814,土木工程,工学,10534,湖南科技大学,C+
0814,土木工程,工学,10590,深圳大学,C+
0814,土木工程,工学,10674,昆明理工大学,C+
0814,土木工程,工学,10698,西安交通大学,C+
0814,土木工程,工学,10792,天津城建大学,C+
0814,土木工程,工学,10878,安徽建筑大学,C+
0814,土木工程,工学,11845,广东工业大学,C+
0814,土木工程,工学,10009,北方工业大学,C
0814,土木工程,工学,10078,华北水利水电大学,C
0814,土木工程,工学,10183,吉林大学,C
0814,土木工程,工学,10191,吉林建筑大学,C
0814,土木工程,工学,10217,哈尔滨工程大学,C
0814,土木工程,工学,10252,上海理工大学,C
0814,土木工程,工学,10287,南京航空航天大学,C
0814,土木工程,工学,10298,南京林业大学,C
0814,土木工程,工学,10384,厦门大学,C
0814,土木工程,工学,10538,中南林业科技大学,C
0814,土木工程,工学,10560,汕头大学,C
0814,土木工程,工学,10596,桂林理工大学,C
0814,土木工程,工学,10657,贵州大学,C
0814,土木工程,工学,11646,宁波大学,C
0814,土木工程,工学,10019,中国农业大学,C-
0814,土木工程,工学,10128,内蒙古工业大学,C-
0814,土木工程,工学,10188,东北电力大学,C-
0814,土木工程,工学,10216,燕山大学,C-
0814,土木工程,工学,10288,南京理工大学,C-
0814,土木工程,工学,10423,中国海洋大学,C-
0814,土木工程,工学,10427,济南大学,C-
0814,土木工程,工学,10460,河南理工大学,C-
0814,土木工程,工学,10488,武汉科技大学,C-
0814,土木工程,工学,10555,南华大学,C-
0814,土木工程,工学,10699,西北工业大学,C-
0814,土木工程,工学,11066,烟台大学,C-
0814,土木工程,工学,11117,扬州大学,C-
0815,水利工程,工学,10003,清华大学,A+
0815,水利工程,工学,10294,河海大学,A+
0815,水利工程,工学,10056,天津大学,A-
0815,水利工程,工学,10486,武汉大学,A-
0815,水利工程,工学,10019,中国农业大学,B+
0815,水利工程,工学,10141,大连理工大学,B+
0815,水利工程,工学,10459,郑州大学,B+
0815,水利工程,工学,10610,四川大学,B+
0815,水利工程,工学,10700,西安理工大学,B+
0815,水利工程,工学,10078,华北水利水电大学,B
0815,水利工程,工学,10423,中国海洋大学,B
0815,水利工程,工学,10487,华中科技大学,B
0815,水利工程,工学,10491,中国地质大学,B
0815,水利工程,工学,10618,重庆交通大学,B
0815,水利工程,工学,10183,吉林大学,B-
0815,水利工程,工学,10284,南京大学,B-
0815,水利工程,工学,10536,长沙理工大学,B-
0815,水利工程,工学,10712,西北农林科技大学,B-
0815,水利工程,工学,11075,三峡大学,B-
0815,水利工程,工学,10027,北京师范大学,C+
0815,水利工程,工学,10112,太原理工大学,C+
0815,水利工程,工学,10749,宁夏大学,C+
0815,水利工程,工学,10758,新疆农业大学,C+
0815,水利工程,工学,11117,扬州大学,C+
0815,水利工程,工学,10079,华北电力大学,C
0815,水利工程,工学,10129,内蒙古农业大学,C
0815,水利工程,工学,10247,同济大学,C
0815,水利工程,工学,10558,中山大学,C
0815,水利工程,工学,10710,长安大学,C
0815,水利工程,工学,10005,北京工业大学,C-
0815,水利工程,工学,10359,合肥工业大学,C-
0815,水利工程,工学,10403,南昌大学,C-
0815,水利工程,工学,10422,山东大学,C-
0815,水利工程,工学,10561,华南理工大学,C-
0816,测绘科学与技术,工学,10486,武汉大学,A+
0816,测绘科学与技术,工学,91037,解放军信息工程大学,A+
0816,测绘科学与技术,工学,10290,中国矿业大学,A-
0816,测绘科学与技术,工学,10001,北京大学,B+
0816,测绘科学与技术,工学,10247,同济大学,B+
0816,测绘科学与技术,工学,10533,中南大学,B+
0816,测绘科学与技术,工学,10424,山东科技大学,B
0816,测绘科学与技术,工学,10491,中国地质大学,B
0816,测绘科学与技术,工学,10613,西南交通大学,B
0816,测绘科学与技术,工学,10710,长安大学,B
0816,测绘科学与技术,工学,10147,辽宁工程技术大学,B-
0816,测绘科学与技术,工学,10294,河海大学,B-
0816,测绘科学与技术,工学,10460,河南理工大学,B-
0816,测绘科学与技术,工学,10016,北京建筑大学,C+
0816,测绘科学与技术,工学,10027,北京师范大学,C+
0816,测绘科学与技术,工学,10286,东南大学,C+
0816,测绘科学与技术,工学,10704,西安科技大学,C+
0816,测绘科学与技术,工学,10145,东北大学,C
0816,测绘科学与技术,工学,10405,东华理工大学,C
0816,测绘科学与技术,工学,11414,中国石油大学,C
0816,测绘科学与技术,工学,10407,江西理工大学,C-
0816,测绘科学与技术,工学,10596,桂林理工大学,C-
0816,测绘科学与技术,工学,10674,昆明理工大学,C-
0817,化学工程与技术,工学,10056,天津大学,A+
0817,化学工程与技术,工学,10251,华东理工大学,A+
0817,化学工程与技术,工学,10003,清华大学,A
0817,化学工程与技术,工学,10010,北京化工大学,A
0817,化学工程与技术,工学,10141,大连理工大学,A
0817,化学工程与技术,工学,10291,南京工业大学,A
0817,化学工程与技术,工学,10335,浙江大学,A
0817,化学工程与技术,工学,10007,北京理工大学,A-
0817,化学工程与技术,工学,10213,哈尔滨工业大学,A-
0817,化学工程与技术,工学,10288,南京理工大学,A-
0817,化学工程与技术,工学,10337,浙江工业大学,A-
0817,化学工程与技术,工学,10561,华南理工大学,A-
0817,化学工程与技术,工学,10610,四川大学,A-
0817,化学工程与技术,工学,11414,中国石油大学,A-
0817,化学工程与技术,工学,10080,河北工业大学,B+
0817,化学工程与技术,工学,10112,太原理工大学,B+
0817,化学工程与技术,工学,10248,上海交通大学,B+
0817,化学工程与技术,工学,10286,东南大学,B+
0817,化学工程与技术,工学,10290,中国矿业大学,B+
0817,化学工程与技术,工学,10295,江南大学,B+
0817,化学工程与技术,工学,10384,厦门大学,B+
0817,化学工程与技术,工学,10426,青岛科技大学,B+
0817,化学工程与技术,工学,10459,郑州大学,B+
0817,化学工程与技术,工学,10490,武汉工程大学,B+
0817,化学工程与技术,工学,10533,中南大学,B+
0817,化学工程与技术,工学,10611,重庆大学,B+
0817,化学工程与技术,工学,10615,西南石油大学,B+
0817,化学工程与技术,工学,10697,西北大学,B+
0817,化学工程与技术,工学,10698,西安交通大学,B+
0817,化学工程与技术,工学,10005,北京工业大学,B
0817,化学工程与技术,工学,10148,辽宁石油化工大学,B
0817,化学工程与技术,工学,10149,沈阳化工大学,B
0817,化学工程与技术,工学,10216,燕山大学,B
0817,化学工程与技术,工学,10220,东北石油大学,B
0817,化学工程与技术,工学,10285,苏州大学,B
0817,化学工程与技术,工学,10359,合肥工业大学,B
0817,化学工程与技术,工学,10386,福州大学,B
0817,化学工程与技术,工学,10427,济南大学,B
0817,化学工程与技术,工学,10488,武汉科技大学,B
0817,化学工程与技术,工学,10530,湘潭大学,B
0817,化学工程与技术,工学,10532,湖南大学,B
0817,化学工程与技术,工学,10593,广西大学,B
0817,化学工程与技术,工学,10708,陕西科技大学,B
0817,化学工程与技术,工学,11845,广东工业大学,B
0817,化学工程与技术,工学,10108,山西大学,B-
0817,化学工程与技术,工学,10110,中北大学,B-
0817,化学工程与技术,工学,10128,内蒙古工业大学,B-
0817,化学工程与技术,工学,10146,辽宁科技大学,B-
0817,化学工程与技术,工学,10183,吉林大学,B-
0817,化学工程与技术,工学,10190,长春工业大学,B-
0817,化学工程与技术,工学,10217,哈尔滨工程大学,B-
0817,化学工程与技术,工学,10259,上海应用技术大学,B-
0817,化学工程与技术,工学,10292,常州大学,B-
0817,化学工程与技术,工学,10385,华侨大学,B-
0817,化学工程与技术,工学,10403,南昌大学,B-
0817,化学工程与技术,工学,10433,山东理工大学,B-
0817,化学工程与技术,工学,10755,新疆大学,B-
0817,化学工程与技术,工学,10759,石河子大学,B-
0817,化学工程与技术,工学,10011,北京工商大学,C+
0817,化学工程与技术,工学,10057,天津科技大学,C+
0817,化学工程与技术,工学,10058,天津工业大学,C+
0817,化学工程与技术,工学,10060,天津理工大学,C+
0817,化学工程与技术,工学,10082,河北科技大学,C+
0817,化学工程与技术,工学,10142,沈阳工业大学,C+
0817,化学工程与技术,工学,10256,上海电力学院,C+
0817,化学工程与技术,工学,10280,上海大学,C+
0817,化学工程与技术,工学,10299,江苏大学,C+
0817,化学工程与技术,工学,10360,安徽工业大学,C+
0817,化学工程与技术,工学,10422,山东大学,C+
0817,化学工程与技术,工学,10462,郑州轻工业学院,C+
0817,化学工程与技术,工学,10497,武汉理工大学,C+
0817,化学工程与技术,工学,10589,海南大学,C+
0817,化学工程与技术,工学,10081,华北理工大学,C
0817,化学工程与技术,工学,10188,东北电力大学,C
0817,化学工程与技术,工学,10255,东华大学,C
0817,化学工程与技术,工学,10298,南京林业大学,C
0817,化学工程与技术,工学,10361,安徽理工大学,C
0817,化学工程与技术,工学,10423,中国海洋大学,C
0817,化学工程与技术,工学,10424,山东科技大学,C
0817,化学工程与技术,工学,10558,中山大学,C
0817,化学工程与技术,工学,10657,贵州大学,C
0817,化学工程与技术,工学,10674,昆明理工大学,C
0817,化学工程与技术,工学,10705,西安石油大学,C
0817,化学工程与技术,工学,10730,兰州大学,C
0817,化学工程与技术,工学,10731,兰州理工大学,C
0817,化学工程与技术,工学,11072,江汉大学,C
0817,化学工程与技术,工学,10008,北京科技大学,C-
0817,化学工程与技术,工学,10145,东北大学,C-
0817,化学工程与技术,工学,10152,大连工业大学,C-
0817,化学工程与技术,工学,10166,沈阳师范大学,C-
0817,化学工程与技术,工学,10212,黑龙江大学,C-
0817,化学工程与技术,工学,10214,哈尔滨理工大学,C-
0817,化学工程与技术,工学,10270,上海师范大学,C-
0817,化学工程与技术,工学,10431,齐鲁工业大学,C-
0817,化学工程与技术,工学,10475,河南大学,C-
0817,化学工程与技术,工学,10564,华南农业大学,C-
0817,化学工程与技术,工学,10614,电子科技大学,C-
0817,化学工程与技术,工学,10616,成都理工大学,C-
0817,化学工程与技术,工学,10622,四川理工学院,C-
0817,化学工程与技术,工学,10712,西北农林科技大学,C-
0817,化学工程与技术,工学,10732,兰州交通大学,C-
0817,化学工程与技术,工学,11065,青岛大学,C-
0818,地质资源与地质工程,工学,10491,中国地质大学,A+
0818,地质资源与地质工程,工学,11414,中国石油大学,A+
0818,地质资源与地质工程,工学,10290,中国矿业大学,A-
0818,地质资源与地质工程,工学,10183,吉林大学,B+
0818,地质资源与地质工程,工学,10533,中南大学,B+
0818,地质资源与地质工程,工学,10616,成都理工大学,B+
0818,地质资源与地质工程,工学,10710,长安大学,B+
0818,地质资源与地质工程,工学,10247,同济大学,B
0818,地质资源与地质工程,工学,10284,南京大学,B
0818,地质资源与地质工程,工学,10615,西南石油大学,B
0818,地质资源与地质工程,工学,10697,西北大学,B
0818,地质资源与地质工程,工学,10220,东北石油大学,B-
0818,地质资源与地质工程,工学,10294,河海大学,B-
0818,地质资源与地质工程,工学,10424,山东科技大学,B-
0818,地质资源与地质工程,工学,10489,长江大学,B-
0818,地质资源与地质工程,工学,10078,华北水利水电大学,C+
0818,地质资源与地质工程,工学,10460,河南理工大学,C+
0818,地质资源与地质工程,工学,10613,西南交通大学,C+
0818,地质资源与地质工程,工学,10704,西安科技大学,C+
0818,地质资源与地质工程,工学,10405,东华理工大学,C
0818,地质资源与地质工程,工学,10596,桂林理工大学,C
0818,地质资源与地质工程,工学,10674,昆明理工大学,C
0818,地质资源与地质工程,工学,10112,太原理工大学,C-
0818,地质资源与地质工程,工学,10145,东北大学,C-
0818,地质资源与地质工程,工学,10361,安徽理工大学,C-
0818,地质资源与地质工程,工学,10423,中国海洋大学,C-
0819,矿业工程,工学,10290,中国矿业大学,A+
0819,矿业工程,工学,10533,中南大学,A+
0819,矿业工程,工学,10008,北京科技大学,B+
0819,矿业工程,工学,10145,东北大学,B+
0819,矿业工程,工学,10611,重庆大学,B+
0819,矿业工程,工学,10112,太原理工大学,B
0819,矿业工程,工学,10424,山东科技大学,B
0819,矿业工程,工学,10460,河南理工大学,B
0819,矿业工程,工学,10147,辽宁工程技术大学,B-
0819,矿业工程,工学,10361,安徽理工大学,B-
0819,矿业工程,工学,10497,武汉理工大学,B-
0819,矿业工程,工学,10488,武汉科技大学,C+
0819,矿业工程,工学,10674,昆明理工大学,C+
0819,矿业工程,工学,10704,西安科技大学,C+
0819,矿业工程,工学,10407,江西理工大学,C
0819,矿业工程,工学,10555,南华大学,C
0819,矿业工程,工学,10081,华北理工大学,C-
0819,矿业工程,工学,10127,内蒙古科技大学,C-
0819,矿业工程,工学,10534,湖南科技大学,C-
0820,石油与天然气工程,工学,10615,西南石油大学,A+
0820,石油与天然气工程,工学,11414,中国石油大学,A+
0820,石油与天然气工程,工学,10220,东北石油大学,B
0820,石油与天然气工程,工学,10491,中国地质大学,B-
0820,石油与天然气工程,工学,10489,长江大学,C+
0820,石油与天然气工程,工学,10705,西安石油大学,C
0820,石油与天然气工程,工学,10616,成都理工大学,C-
0821,纺织科学与工程,工学,10058,天津工业大学,A+
0821,纺织科学与工程,工学,10255,东华大学,A+
0821,纺织科学与工程,工学,10285,苏州大学,B+
0821,纺织科学与工程,工学,10295,江南大学,B
0821,纺织科学与工程,工学,10338,浙江理工大学,B
0821,纺织科学与工程,工学,10495,武汉纺织大学,B-
0821,纺织科学与工程,工学,10709,西安工程大学,C+
0821,纺织科学与工程,工学,11065,青岛大学,C+
0821,纺织科学与工程,工学,10152,大连工业大学,C
0821,纺织科学与工程,工学,10465,中原工学院,C
0821,纺织科学与工程,工学,10610,四川大学,C-
0822,轻工技术与工程,工学,10295,江南大学,A+
0822,轻工技术与工程,工学,10561,华南理工大学,A+
0822,轻工技术与工程,工学,10057,天津科技大学,B+
0822,轻工技术与工程,工学,10708,陕西科技大学,B+
0822,轻工技术与工程,工学,10152,大连工业大学,B
0822,轻工技术与工程,工学,10291,南京工业大学,B
0822,轻工技术与工程,工学,10610,四川大学,B
0822,轻工技术与工程,工学,10431,齐鲁工业大学,B-
0822,轻工技术与工程,工学,10500,湖北工业大学,B-
0822,轻工技术与工程,工学,10298,南京林业大学,C+
0822,轻工技术与工程,工学,10486,武汉大学,C+
0822,轻工技术与工程,工学,10593,广西大学,C+
0822,轻工技术与工程,工学,10010,北京化工大学,C
0822,轻工技术与工程,工学,10504,华中农业大学,C
0822,轻工技术与工程,工学,10700,西安理工大学,C-
0822,轻工技术与工程,工学,10712,西北农林科技大学,C-
0823,交通运输工程,工学,10286,东南大学,A+
0823,交通运输工程,工学,10613,西南交通大学,A+
0823,交通运输工程,工学,10004,北京交通大学,A-
0823,交通运输工程,工学,10006,北京航空航天大学,A-
0823,交通运输工程,工学,10247,同济大学,A-
0823,交通运输工程,工学,10151,大连海事大学,B+
0823,交通运输工程,工学,10213,哈尔滨工业大学,B+
0823,交通运输工程,工学,10497,武汉理工大学,B+
0823,交通运输工程,工学,10533,中南大学,B+
0823,交通运输工程,工学,10710,长安大学,B+
0823,交通运输工程,工学,10183,吉林大学,B
0823,交通运输工程,工学,10254,上海海事大学,B
0823,交通运输工程,工学,10287,南京航空航天大学,B
0823,交通运输工程,工学,10536,长沙理工大学,B
0823,交通运输工程,工学,10618,重庆交通大学,B
0823,交通运输工程,工学,10732,兰州交通大学,B
0823,交通运输工程,工学,10005,北京工业大学,B-
0823,交通运输工程,工学,10404,华东交通大学,B-
0823,交通运输工程,工学,10561,华南理工大学,B-
0823,交通运输工程,工学,10699,西北工业大学,B-
0823,交通运输工程,工学,10059,中国民航大学,C+
0823,交通运输工程,工学,10107,石家庄铁道大学,C+
0823,交通运输工程,工学,10225,东北林业大学,C+
0823,交通运输工程,工学,10248,上海交通大学,C+
0823,交通运输工程,工学,10299,江苏大学,C+
0823,交通运输工程,工学,91024,空军工程大学,C+
